date,shoe_ID,model,side,location,final_mm,initial ,
1/21/2020,R66,Adidas Terrex Boat,R,heel,1.49,1.74,-0.25
1/21/2020,R66,Adidas Terrex Boat,R,heel,1.45,1.75,-0.30
1/21/2020,R66,Adidas Terrex Boat,R,ball,1.33,1.33,0.00
1/21/2020,R66,Adidas Terrex Boat,R,ball,1.53,1.33,0.20
1/21/2020,R66,Adidas Terrex Boat,R,ball,1.28,1.34,-0.06
1/21/2020,R66,Adidas Terrex Boat,R,outer_arch,1.74,1.90,-0.16
1/21/2020,R66,Adidas Terrex Boat,R,outer_arch,1.83,1.87,-0.04
1/21/2020,R66,Adidas Terrex Boat,R,outer_arch,1.79,1.90,-0.11
1/21/2020,R66,Adidas Terrex Boat,R,tip,1.69,1.86,-0.17
1/21/2020,R66,Adidas Terrex Boat,R,tip,1.69,1.91,-0.22
1/21/2020,R66,Adidas Terrex Boat,R,tip,1.72,1.77,-0.05
1/21/2020,L66,Adidas Terrex Boat,L,heel,1.47,1.88,-0.41
1/21/2020,L66,Adidas Terrex Boat,L,heel,1.38,1.89,-0.51
1/21/2020,L66,Adidas Terrex Boat,L,heel,1.43,1.90,-0.47
1/21/2020,L66,Adidas Terrex Boat,L,ball,1.37,1.40,-0.03
1/21/2020,L66,Adidas Terrex Boat,L,ball,1.30,1.48,-0.18
1/21/2020,L66,Adidas Terrex Boat,L,ball,1.23,1.44,-0.21
1/21/2020,L66,Adidas Terrex Boat,L,outer_arch,1.67,1.75,-0.08
1/21/2020,L66,Adidas Terrex Boat,L,outer_arch,1.66,1.74,-0.08
1/21/2020,L66,Adidas Terrex Boat,L,outer_arch,1.72,1.70,0.02
1/21/2020,L66,Adidas Terrex Boat,L,tip,1.63,2.01,-0.38
1/21/2020,L66,Adidas Terrex Boat,L,tip,1.54,2.02,-0.48
1/21/2020,L66,Adidas Terrex Boat,L,tip,1.56,2.03,-0.47
1/21/2020,R21,Adidas ultraBOOST Parley black,R,heel,1.59,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,heel,1.58,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,heel,1.63,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,ball,1.57,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,ball,1.49,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,ball,1.50,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,outer_arch,1.74,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,outer_arch,1.70,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,outer_arch,1.90,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,tip,1.47,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,tip,1.41,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,tip,1.49,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,heel,1.44,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,heel,1.43,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,heel,1.48,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,ball,1.34,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,ball,1.32,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,ball,1.25,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,outer_arch,1.90,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,outer_arch,1.84,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,outer_arch,1.83,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,tip,1.55,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,tip,1.56,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,tip,1.61,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,heel,0.94,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,heel,0.98,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,heel,0.97,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,ball,0.85,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,ball,0.97,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,ball,0.87,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,outer_arch,1.72,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,outer_arch,1.60,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,outer_arch,1.70,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,tip,1.16,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,tip,1.14,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,tip,1.54,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,heel,1.00,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,heel,1.02,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,heel,1.01,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,ball,0.54,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,ball,0.54,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,ball,0.49,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,outer_arch,1.70,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,outer_arch,1.71,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,outer_arch,1.68,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,tip,1.54,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,tip,1.44,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,tip,1.44,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,heel,1.44,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,heel,1.39,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,heel,1.37,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,ball,1.56,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,ball,1.56,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,ball,1.59,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,outer_arch,1.99,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,outer_arch,1.83,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,outer_arch,1.87,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,tip,1.14,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,tip,1.36,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,tip,1.34,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,heel,1.57,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,heel,1.57,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,heel,1.63,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,ball,1.42,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,ball,1.38,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,ball,1.37,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,outer_arch,1.69,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,outer_arch,1.65,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,outer_arch,1.71,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,tip,1.25,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,tip,1.17,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,tip,1.27,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,heel,1.41,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,heel,1.33,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,heel,1.24,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,ball,0.94,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,ball,1.06,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,ball,1.04,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,outer_arch,1.64,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,outer_arch,1.62,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,outer_arch,1.58,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,tip,1.09,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,tip,1.11,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,tip,1.12,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,heel,1.13,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,heel,1.13,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,heel,1.10,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,ball,1.20,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,ball,1.19,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,ball,1.19,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,outer_arch,1.40,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,outer_arch,1.55,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,outer_arch,1.64,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,tip,1.29,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,tip,1.22,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,tip,1.15,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,heel,1.26,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,heel,1.34,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,heel,1.33,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,ball,1.10,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,ball,1.07,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,ball,1.09,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,outer_arch,1.51,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,outer_arch,1.53,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,outer_arch,1.58,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,tip,1.26,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,tip,1.27,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,tip,1.26,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,heel,1.55,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,heel,1.59,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,heel,1.60,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,ball,1.32,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,ball,1.29,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,ball,1.26,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,outer_arch,1.82,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,outer_arch,1.77,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,outer_arch,1.74,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,tip,1.39,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,tip,1.15,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,tip,1.27,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,heel,1.49,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,heel,1.50,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,heel,1.51,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,ball,1.72,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,ball,1.69,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,ball,1.61,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,outer_arch,1.72,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,outer_arch,1.65,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,outer_arch,1.70,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,tip,1.19,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,tip,1.48,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,tip,1.41,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,heel,1.05,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,heel,0.99,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,heel,1.09,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,ball,0.68,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,ball,0.70,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,ball,0.72,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,outer_arch,1.29,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,outer_arch,1.29,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,outer_arch,1.19,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,tip,0.93,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,tip,0.94,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,tip,1.00,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,heel,1.60,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,heel,1.54,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,heel,1.57,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,ball,1.77,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,ball,1.76,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,ball,1.77,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,outer_arch,1.81,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,outer_arch,1.79,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,outer_arch,1.72,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,tip,1.08,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,tip,1.07,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,tip,1.19,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,heel,1.49,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,heel,1.45,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,heel,1.44,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,ball,1.60,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,ball,1.50,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,ball,1.52,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,outer_arch,1.65,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,outer_arch,1.55,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,outer_arch,1.61,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,tip,1.32,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,tip,1.31,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,tip,1.31,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,heel,1.52,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,heel,1.53,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,heel,1.52,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,ball,1.56,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,ball,1.50,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,ball,1.51,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,outer_arch,1.53,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,outer_arch,1.58,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,outer_arch,1.52,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,tip,1.26,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,tip,1.22,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,tip,1.34,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,heel,1.12,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,heel,1.14,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,heel,1.16,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,ball,1.35,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,ball,1.32,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,ball,1.33,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,outer_arch,1.53,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,outer_arch,1.51,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,outer_arch,1.49,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,tip,1.41,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,tip,1.39,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,tip,1.47,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,heel,1.34,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,heel,1.29,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,heel,1.29,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,ball,0.86,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,ball,0.94,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,ball,0.87,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,outer_arch,1.54,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,outer_arch,1.60,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,outer_arch,1.71,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,tip,1.20,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,tip,1.28,,
1/17/2020,R16,Adidas ultraBOOST Parley white,R,tip,1.24,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,heel,0.71,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,heel,0.72,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,heel,0.76,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,ball,0.50,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,ball,0.51,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,ball,0.50,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,outer_arch,1.68,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,outer_arch,1.69,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,outer_arch,1.61,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,tip,1.25,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,tip,1.42,,
1/17/2020,L16,Adidas ultraBOOST Parley white,L,tip,1.38,,
1/17/2020,R71,Adidas Ultratech,R,heel,3.89,,
1/17/2020,R71,Adidas Ultratech,R,heel,3.97,,
1/17/2020,R71,Adidas Ultratech,R,heel,3.86,,
1/17/2020,R71,Adidas Ultratech,R,ball,3.04,,
1/17/2020,R71,Adidas Ultratech,R,ball,3.05,,
1/17/2020,R71,Adidas Ultratech,R,ball,3.07,,
1/17/2020,R71,Adidas Ultratech,R,outer_arch,3.51,,
1/17/2020,R71,Adidas Ultratech,R,outer_arch,3.35,,
1/17/2020,R71,Adidas Ultratech,R,outer_arch,3.47,,
1/17/2020,R71,Adidas Ultratech,R,tip,3.31,,
1/17/2020,R71,Adidas Ultratech,R,tip,3.29,,
1/17/2020,R71,Adidas Ultratech,R,tip,3.32,,
1/17/2020,L71,Adidas Ultratech,L,heel,3.65,,
1/17/2020,L71,Adidas Ultratech,L,heel,3.66,,
1/17/2020,L71,Adidas Ultratech,L,heel,3.66,,
1/17/2020,L71,Adidas Ultratech,L,ball,3.18,,
1/17/2020,L71,Adidas Ultratech,L,ball,3.17,,
1/17/2020,L71,Adidas Ultratech,L,ball,3.19,,
1/17/2020,L71,Adidas Ultratech,L,outer_arch,3.45,,
1/17/2020,L71,Adidas Ultratech,L,outer_arch,3.67,,
1/17/2020,L71,Adidas Ultratech,L,outer_arch,3.68,,
1/17/2020,L71,Adidas Ultratech,L,tip,3.25,,
1/17/2020,L71,Adidas Ultratech,L,tip,3.20,,
1/17/2020,L71,Adidas Ultratech,L,tip,3.32,,
1/20/2020,R70,Adidas Ultratech,R,heel,3.96,,
1/20/2020,R70,Adidas Ultratech,R,heel,4.09,,
1/20/2020,R70,Adidas Ultratech,R,heel,3.96,,
1/20/2020,R70,Adidas Ultratech,R,ball,3.08,,
1/20/2020,R70,Adidas Ultratech,R,ball,3.14,,
1/20/2020,R70,Adidas Ultratech,R,ball,3.11,,
1/20/2020,R70,Adidas Ultratech,R,outer_arch,3.31,,
1/20/2020,R70,Adidas Ultratech,R,outer_arch,3.14,,
1/20/2020,R70,Adidas Ultratech,R,outer_arch,3.19,,
1/20/2020,R70,Adidas Ultratech,R,tip,3.38,,
1/20/2020,R70,Adidas Ultratech,R,tip,3.26,,
1/20/2020,R70,Adidas Ultratech,R,tip,3.33,,
1/20/2020,L70,Adidas Ultratech,L,heel,3.76,,
1/20/2020,L70,Adidas Ultratech,L,heel,3.81,,
1/20/2020,L70,Adidas Ultratech,L,heel,3.82,,
1/20/2020,L70,Adidas Ultratech,L,ball,3.21,,
1/20/2020,L70,Adidas Ultratech,L,ball,3.10,,
1/20/2020,L70,Adidas Ultratech,L,ball,3.17,,
1/20/2020,L70,Adidas Ultratech,L,outer_arch,3.12,,
1/20/2020,L70,Adidas Ultratech,L,outer_arch,3.13,,
1/20/2020,L70,Adidas Ultratech,L,outer_arch,3.16,,
1/20/2020,L70,Adidas Ultratech,L,tip,3.18,,
1/20/2020,L70,Adidas Ultratech,L,tip,3.14,,
1/20/2020,L70,Adidas Ultratech,L,tip,3.22,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,heel,0.79,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,heel,0.65,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,heel,0.64,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,ball,0.66,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,ball,0.67,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,ball,0.67,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,outer_arch,0.00,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,outer_arch,0.00,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,outer_arch,0.00,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,tip,0.39,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,tip,0.38,,
1/16/2020,R40,Parley Prime LTD ADIZERO white,R,tip,0.30,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,heel,0.99,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,heel,1.09,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,heel,1.11,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,ball,0.60,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,ball,0.58,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,ball,0.54,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,outer_arch,0.84,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,outer_arch,0.78,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,outer_arch,0.81,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,tip,0.18,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,tip,0.25,,
1/16/2020,L40,Parley Prime LTD ADIZERO white,L,tip,0.24,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,heel,1.11,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,heel,1.11,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,heel,1.14,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,ball,1.64,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,ball,1.54,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,ball,1.52,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,outer_arch,1.18,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,outer_arch,1.13,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,outer_arch,1.11,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,tip,1.29,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,tip,1.36,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,tip,1.33,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,heel,1.28,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,heel,1.23,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,heel,1.27,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,ball,1.63,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,ball,1.59,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,ball,1.63,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,outer_arch,0.92,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,outer_arch,0.94,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,outer_arch,0.92,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,tip,1.30,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,tip,1.27,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,tip,1.34,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,heel,1.31,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,heel,1.29,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,heel,1.28,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,ball,1.63,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,ball,1.48,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,ball,1.41,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,outer_arch,1.21,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,outer_arch,1.25,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,outer_arch,1.22,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,tip,1.26,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,tip,1.18,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,tip,1.20,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,heel,1.35,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,heel,1.33,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,heel,1.34,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,ball,1.76,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,ball,1.75,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,ball,1.72,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,outer_arch,0.81,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,outer_arch,0.85,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,outer_arch,0.80,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,tip,1.07,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,tip,1.07,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,tip,1.06,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,heel,1.15,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,heel,1.20,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,heel,1.16,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,ball,1.72,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,ball,1.70,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,ball,1.69,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,outer_arch,0.66,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,outer_arch,0.68,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,outer_arch,0.69,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,tip,1.18,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,tip,1.09,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,tip,1.06,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,heel,1.20,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,heel,1.17,,
